given_names,family_name,orcid,country,taxa
James,Hanken,0000-0003-2782-9671,,"Eleutherodactylus coqui, Plethodon cinereus, Plethodontidae, Thorius"
Michael,Hannah,0000-0002-2275-0086,,"Bivalvia, Crassatellidae, Dinoflagellate, Eucrassatella, Spissatella, Torlessia mackayi"
Haakon,Hansen,0000-0003-1400-9615,Norway,"Anisakidae, Anisakis simplex, Cichlidae, Cottus poecilopus, Cyclopterus lumpus, Esocidae, Esox niger, Gadus morhua, Gyrodactylidae, Gyrodactylus, Gyrodactylus alexanderi, Gyrodactylus cichlidarum, Gyrodactylus longipes, Gyrodactylus mariannae, Gyrodactylus neili, Gyrodactylus salaris, Gyrodactylus thymalli, Heterocotylinae, Hysterothylacium aduncum, Kudoa islandica, Labrus bergylta, Loma morhua, Microsporidia, Monocotylidae, Monogenea, Myxosporea, Myxozoa, Narke capensis, Narkidae, Nematoda, Nucleospora cyclopteri, O. mossambicus, Oncorhynchus mykiss, Oreochromis niloticus niloticus, Paramoeba, Parvicapsula pseudobranchicola, Platyhelminthes, Poecilia reticulata, Salmo salar, Salmo trutta, Salvelinus alpinus, Sparus aurata, Syngnathidae, Syngnathus acus"
Gang,Hao,0000-0001-6125-9305,China,""
Marcos Ryotaro,Hara,0000-0002-4560-5391,,"Arachnida, Gonyleptidae, Opiliones"
Rob,Harbert,0000-0002-1714-5033,United States of America,Leguminosae
Scott,Hardwick,0000-0002-6864-7535,,"Acari, Argasidae, Braconidae, Coleoptera, Curculionidae, Helicoverpa armigera, Hymenoptera, Ixodidae, Lepidoptera, Lymantriidae, M. aethiopoides, Microctonus aethiopoides, Mythimna convecta, Noctuidae, Parasitoids, Sitona discoideus, Sitona lepidus"
Ananta,Harkal,0000-0002-3629-0041,,Phylactolaemata
David,Harper,0000-0003-1315-9494,,"Acrotreta socialis von, Acrotretella, Alwynella, Amadeus, Antigua, Aporthophyla, Argyrotheca dall, Arthroaspis, Arthropoda, Articulata, Asterosoma, Bivalvia, Brachiopod, Brachiopoda, Brissus, Crinoidea, Dicoelosia, Dictyonema, Diversifications extinctions, Diverzita disparita, Echinodermata, Eocoelia, Eoplectodonta, Foliomena, Gasconsia, Gastropoda, Grorudia: homeomorphic plectambonitoids, Gwynia, Heterorthidae, Heterorthina, Heterorthis, Heterorthis alternata, Hirnantia, Holorhynchus, Iapetus, Iapetus terranes, Laurentia, Lazarus, Leptagonia, Lipanorthis, Lymnaea stagnalis, Lymnaeidae, Neocrania, Neumania, Noetlingia, Noetlingia hall, Onychodictyon, Ordovician gastropoda, Orthida, Palaeoneumania, Palaeozoic benthos, Parakidograptus acuminatus, Pentamerida, Petalocrinus, Platystrophia, Platystrophia costata, Platystrophia dentata, Porambonites costata, Pterotheca, Ptychopleurella lapworthi, Rhynchonellata, Sericoidea, Sirius, Stenocamara, Svobodaina, Terebratulina, Teredolites longissimus, Thalassinoides ichnofacies, Tropidoleptida (brachiopoda"
Dörte,Harpke,0000-0003-1667-2912,,"Cistanthe longiscapa, Crocus biflorus, Crocus reticulatus, Gagea, Gagea bohemica, Iridaceae, Liliaceae, Mammillaria (Cactaceae)"
Balázs,Harrach,0000-0002-1410-6469,Hungary,"Adenoviridae, Adenovírus okozta légzoszervi, Alloherpesviridae, Alloherpesviridae család bemutatása, Ameiurus melas, Ascoviridae, Atadenovirus, Aviadenovirus, Circoviridae, Columba livia, Cyclovirus, Dependovirus, Elaphe guttata, Erythura gouldiae, Gyrovirus, Haemophilus somnus, Ictalurivirus, Mastadenovirus, Mycoplasma mycoides, Myxobolus spp, Parus major, Sciurus vulgaris, Siadenovirus, Stachybotrys"
Abdul Halim,Harrath,0000-0002-2170-1303,Saudi Arabia,"Annelida, Boswellia, Boswellia carterii, Boswellia papyrifera, Capreolus capreolus, Carangidae, Cavernicola, Clitellata, Cotylea, Cytotoxic, Dendrocoelidae, Dendrocoelum, Dendrocoelum constrictum, Dugesia, Dugesia arabica, Dugesia sicula, Dugesiidae, Echinoplana celerrima, Erpobdella johanssoni, Glugea sardinellensis, Glugeida, Hirudinea, Hirudinida, Hirudo troctina, Imogine mediterranea, Juniperus phoenicea, Kudoa azevedoi, Kudoa quraishii, Kudoa saudiensis, Limnatis nilotica, Lymnaea luteola, Microsporea, Microsporidia, Multivalvulida, Mytilus galloprovincialis, Myxosporea, Myxozoa, Paludicola, Perciformes, Platyhelminthes, Polycladida, Prosthiostomum siphunculus, Rastrelliger kanagurta, Salvia hispanica, Sardinella aurita, Schmidtea mediterranea, Scombridae, Trachurus trachurus, Tricladida, Trocheta, Turbellaria, Yucca schidigera"
D. James,Harris,0000-0001-5144-2421,,"(Teira) perspicillata, Acanthodactylus beershebensis, Acanthodactylus erythrurus, Acanthodactylus pardalis, Acanthodactylus spp, Adeleorina, Afroablepharus, Agamidae, Algyroides, Algyroides fitzingeri, Amazonia, Amietophrynus xeros, Amphibia, Anisoptera, Anura, Apicomplexa, Archaeolacerta bedriagae, Astacidae, Atlantolacerta andreanskyi, Austropotamobius pallipes, Biserrula, Blanus, Brookesia, Bufo calamita, Bufo mauritanicus, Buthidae, Buthus, Cambaridae, Chamaeleonidae, Cnidaria, Colubridae, Comunicación corta, Cordulegaster, Cordulegastridae, Cryptoblepharus, Decapoda, Drosophila subobscura, Drouetia, Furcifer, Furcifer oustaleti, Gallotia, Gehyra mutilata, Gekkonidae, Gekkonoidea, Gekkota, Gymnophthalmidae, Haemogregarinidae, Hapsidophrys, Hemidactylus, Hemidactylus spp, Hemidactylus turcicus, Hemolivia, Hepatozoon, Hierophis viridiflavus, Hottentotta, Hydrozoa, Idoteidae, Isopoda, Ithycyphus oursi, L. castroviejoi, L. europaeus, L. granatensis, L. utilizando secuencias, Lacerta (Teira) perspicillata, Lacerta dugesii, Lacerta perspicillata, Lacerta spp, Lacertidae, Lampedusa, Leguminosae, Leposoma, Lepus corsicanus, Lepus timidus, Linnaeus, Loteae, Lotus conimbricensis, Lusitania, Lygodactylus, Mabuya maculilabris, Mabuya spp, Meroles, Myotis, Natrix maura, Nematoda, Nucella lapillus, Odonata, Ornithopus, Oxyurida, Pamelaescincus gardineri, Panaspis, Pelusios castanoides, Pelusios subniger, Perspicillata, Pharyngodonidae, Phelsuma, Philothamnus, Phyllodactylidae, Podarcis, Podarcis bocagei, Podarcis carbonelli, Podarcis filfolensis, Podarcis hispanica, Podarcis hispanica atrata, Podarcis sicula, Podarcis spp, Podarcis tiliguerta, Proteromonadidae, Proteromonas, Psammodromus algirus, Psammophis, Psammophis schokari, Ptyodactylus oudrii, Quedenfeldtia, Renealmia, Reptilia, Rhinechis scalaris, Salamandridae, Sauria, Saurodactylus, Scincidae, Scorpio maurus, Scorpiones, Scorpionidae, Scorpiurus, Serpentes, Slopalinida, Spauligodon, Spauligodon atlanticus, Squamata, Stenosoma, Stenosoma nadejda, Stramenopiles, Tarentola, Tarentola mauritanica, Tarentola substituta, Testudines, Testudinidae, Testudo graeca, Timon tangitanus, Trachylepis, Trogonophis wiegmanni, Urocotyledon inexpectata, Uromastyx, Valvifera, Vipera, Zingiberaceae"
AJ,Harris,0000-0003-3215-1201,,""
Philippa,Harris,0000-0002-5889-7450,,Toxoplasma gondii
Terry,Harrison,0000-0003-4224-0152,,""
Robbie,Hart,0000-0002-8803-8059,,"Cobitis boutanensis, Cypriniformes, Himalaya, Kalasha, Nemacheilidae, Rhododendron"
Scott,Hartman,0000-0002-7276-4419,,""
Adam,Hartstone-Rose,0000-0001-5307-5573,,"Arctictis binturong, Australopithecus sediba, Aye-aye, Bacula, Carnivora, Daubentonia, Eomellivora piveteaui, Felidae, Kinkajou, Lemuriformes, Lycaon, Machairodontinae, Mammalia, Megalictis, Megantereon, Mustela nigripes, Mustelidae, Nycticebus, Oligobuninae, Panthera atrox (mammalia, Paranthropus, Potos flavus, Propithecus coquereli, Smilodon fatalis, Varecia rubra"
Mark,Harvey,0000-0003-1482-0109,Australia,"Acari, Acarina, Actinedida, Actinopodidae, Albiorix, Amaurobioidea, Amblypygi, Aname, Anaminae, Anatea, Arachnida, Araneae, Araneidae, Araneoidea, Arbanitinae, Archaeidae, Arrenuridae, Arthropoda, Atelomastix, Atemnidae, Australomimetus, Austrochthonius, Austrotrombella, Boreohesperus, Calymmochilus, Camptoscaphiella, Cataxia, Charontidae, Cheiridium tetrophthalmum, Chelicerata, Chelifer cancroides, Cheliferidae, Chernetidae, Chthoniidae, Chthonius caecus, Cybella, Cyphophthalmi, Dactylochelifer gracilis, Demadiana, Diplopoda, Diplotemnus, Eukoenenia, Eupelmidae, Feaellidae, Feaelloidea, Formicidae, Frontipodopsis, Garypidae, Garypinidae, Geogarypidae, Geogarypus, Geogarypus minor, Gymnobisiidae, Hadrotarsinae, Halacaroidea, Haplochernes, Hormurus, Hubbardiidae, Hydryphantidae, Hygrobatidae, Hygrobatoidea, Hyidae, Hymenoptera, Ideoblothrus, Ideoroncidae, Idiopidae, Iulomorphidae, Lagynochthonius, Larca lata, Lechytia, Lechytiidae, Lycosidae, Megachernes, Menthidae, Metawithius, Microcreagris, Micropholcommatidae, Microwithius, Micruracarus, Migidae, Mimetidae, Missulena, Moggridgea, Moggridgea tingle, Mygalomorphae, Myriapoda, Mystacina tuberculata, Nannowithius, Nemesiidae, Neobisiidae, Neobisioidea, Neocharon, Nephila, Nicodamidae, Notozomus, Oecobiidae, Oecobius concinnus, Olpiidae, Oonopidae, Opiliones, Opopaea, Oreolpium, Ovozomus, Palpigradi, Paradoxosomatidae, Paraliochthonius, Parawithius, Pettalidae, Pezidae, Philetairus socius, Phrynidae, Phrynus exsul, Pilbara, Polydesmida, Pseudoscorpiones, Pseudoscorpionida, S. dammermani, Sarax, Schizomida, Schizomus, Scorpiones, Selenopidae, Sphaerowithius, Spirostreptida, Stenochrus, Stenochrus portoricensis, Stygophrynus, Sundochernes, Syarinidae, Syarinus, Synsphyronus, Termitowithius, Tetrablemma, Tetrablemmidae, Theridiidae, Troglochernes, Tyrannochthonius, Urodacidae, Urodacus, Vachoniainae, Vachoniidae, Victorwithius, Wettina, Withiidae, Withius, Yoroa"
Martin,Harvey,0000-0001-7512-2449,,""
Hazem,Hasan,0000-0002-0331-8503,Jordan,"Aleyrodidae, Aphelinidae, Aphididae, Aphidiidae, Aphidius colemani, Aphis gossypii, Bemisia tabaci, Cucumis sativus, Diptera, Encarsia, Eretmocerus mundus, Gennadius, Homoptera, Hordeum vulgare, Hymenoptera, Lucilia cuprina, Parasitoids, Parthenocissus quinquefolia, Sarcopoterium spinosum, Triticum durum"
Rahimian,Hassan,0000-0002-9276-9524,Iran (Islamic Republic of),"A. parthenogenetica, Acotylea, Acropora, Acroporidae, Actinopterygii, Agama, Agamidae, Annelida, Anostraca, Artemia, Artemia urmiana, Astrocoeniina, Branchiopoda, Chilopoda, Clupea harengus, Clupeidae, Cotylea, Cyprinidae, Discocelidae, Discocelis, Geophilidae, Geophilus, Gobiidae, Ichthyophonus hoferi, Iranocypris typhlops, Lacertidae, Laudakia nupta, Mazocraeidae, Monogenea, Nematoda, Neogobius, Nereididae, Ophisops elegans, Persica qeshmensis, Pharyngodonidae, Phrynocephalus scutellatus, Platyhelminthes, Polychaeta, Polycladida, Polynoidae, Polyopisthocotylea, Pseudanthocotyloides heterocotyle, Pseudobacciger harengulae, Pseudocerotidae, Rotifers, Sauria, Scleractinia, Sigalionidae, Spauligodon, Sprattus sprattus, Squamata, Teleostei, Turbellaria"
Gustavo,Hassemer,0000-0003-4365-6934,Brazil,"Alysicarpus ovalifolius, Andropogoneae, Araceae, Asteraceae, Balsaminaceae, C. robusta, C. scabrata, Callitriche, Campanulaceae, Commelina, Commelina catharinensis, Commelina clandestina, Commelinaceae, Coronopus, Craniolaria integrifolia, Cyperaceae, Desmodieae, Euphorbia, Euphorbiaceae, Fabaceae, Fimbristylis, Fimbristylis aspera, Hedysarum ovalifolium, Hypoxidaceae, Hypoxis atlantica, Landoltia punctata, Lemnoideae, Marantaceae, Martyniaceae, Melilotus albus, P. australis, P. guilleminiana, P. hyssopifolioides, P. subulata, Persicaria, Phyllanthaceae, Phyllanthus eremitus, Plantaginaceae, Plantago, Plantago bradei, Plantago commersoniana, Plantago dielsiana, Plantago holosteum, Plantago humboldtiana, Plantago myosuros, Plantago serraria, Poaceae, Polygonaceae, Rottboellia cochinchinensis, Saranthe ustulata, Schoenus asper, Senecio reitzianus, Siphocampylus, T. crassula, T. umbraculifera, Tradescantia, Tradescantia crassula, Tradescantia serrana, Vivianiaceae"
Alexander,Hastings,0000-0002-8204-4941,United States of America,"Caimaninae, Crocodylia"
Tomáš,Hauer,0000-0002-8005-5874,Czechia,"Cyanobacteria, Cyanophyceae, Cyanospira, Euglenophyceae, GODLEYACEAE, Gloeothece, Himalaya, Microchaetaceae, Mohelenska hadcova, Moravia, Nostocaceae, Nostocales, Petalonema alatum, Roholtiella, Roraima, Stigonema, TOLYPOTHRICHACEAE"
Bernhard,Hausdorf,0000-0002-1604-1689,,"(Pupilla) kyrostriata, Acavidae, Acavus, Aciculidae, Adelopoma peruvianum, Adzharia renschi, Alcadia (Microalcadia), Amphibia, Amphinomida, Annelida, Arion fasciatus, Arionidae, Astyanax, BULMINIDAE, Brachiopoda, Bryozoa, Buettneria, Buliminidae, Buliminusidae, Bulimulidae, Bulimulus, Caenogastropoda, Caucasigenini, Caucasocressa, Cepaea, Cernuella virgata (da, Chaetopteridae, Characidae, Charopidae, Charpentieria, Charpentieria itala, Cheilostomata, Circassina, Clausilia, Clausiliidae, Cnidaria, Cochlostoma, Deroceras panormitanum, Diplommatinidae, Diplomphalus, Drosophila, Dyakiidae, Ectoprocta, Elia (Acroeuxina), Enidae, Entoprocta, Errantia, Flustra foliacea, Foraminifera, Fruticocampylaea, Gallandia, Gastropoda, Geomitridae, Gollumia pageti, Harmozica occidentalis, Helicellinae, Helicidae, Helicinidae, Helicoidea, Helicopsis, Helicopsis aelleni, Helicopsis arenosa, Helicopsis persica, Hirtudiscus, Holozoa, Hygromiidae, Kenntnis einiger, Kenntnis von, Lauriidae, Lauriinae, Leiostyla, Leiostyla beatae, Leistyla nemethi, Lilloiconcha, Limacidae, Limacoidea sensu lato, Limax fasciatus, Lophotrochozoa, Luntia insignis, Magelona, Marstoniopsis scholtzi, Metafruticicola, Microcebus, Mitteleuropa, Mollusca, Monacha, Monacha (Paratheba), Monacha emigrata, Monacha kuznetsovi, Musaecola, Myxozoa, Neostyriaca, Orcula, Orculella, Orculella templorum, Orculidae, Oreohomorus, Oweniidae, Phoronida, Polyzoa, Pseudomphalus, Pulmonata, Pupilla (Pupilla) kyrostriata, Pupilloidea, Pupisoma, Rhizopoda, Rhytididae, Rissooidea, Scolodonta, Scolodontidae, Sedentaria, Sericata dextrorsa, Sipuncula, Spiralia, Sterkia gittenbergeri, Streptartemon dejectus, Streptaxidae, Streptostele (Tomostele), Strobeliella, Stylommatophora, Subulinidae, Teleostei, Thoanteus, Transcaucasia, Tribolium, Tribolium castaneum, Trochula filocincta, Truncatellina, Vertiginidae, Vertigo (Vertigo) nitidula, Vitrea sorella, Vitrinidae, Xerocrassa, Xeromunda alticola, Xerophila geyeri, Zonitidae, Zonitoidea"
Axel,Hausmann,0000-0002-0358-9928,,""
Michael,Hautmann,0000-0002-7322-8749,Switzerland,"(Dentiterquemia) eudesdeslongchampsi, Bivalvia, Bivalvia trigonioida, Brachiopoda, Dimyidae, Gruenewaldia, Healeyidae, Lazarus, Modestella, Modestella owen, Mollusca, Mysidiellidae, Ostreidae, Pleuronectites laevigatus, Plicatulidae, Prospondylidae, Pteriomorphia, Terebratulida, Terquemia (Dentiterquemia) eudesdeslongchampsi, Trigonoida"
Rense,Haveman,0000-0001-9127-4549,Netherlands,"Asteraceae, Hieracium, Natura 2000 heathland, Rosaceae, Rubus, Rubus canduliger, Stellarietea mediae"
Charlotte,Havermans,0000-0002-1126-4074,Germany,"(Orchomenopsis) cavimanus, Amphipoda, Crustacea, Eurytheneidae, Eurythenes, Eurythenes gryllus, Hyperiidea, Jassa herdmani, Lysianassidae, Lysianassoidea, Malacostraca, Orchomene, Orchomenella (Orchomenopsis) cavimanus, Peracarida, Pseudorchomene, Themisto gaudichaudii, Tryphosinae"
David,Hawksworth,0000-0002-9909-0776,United Kingdom of Great Britain and Northern Ireland,""
Muhammad Qasim,Hayat,0000-0003-1053-5327,Pakistan,"Abutilon, Aconogonon, Aerva javanica, Alcea, Althaea, Artemisia, Artemisia spp, Asteraceae, Bistorta, Cannabis sativa, Cassia angustifolia, Citrus, Convolvulus arvensis, Eruca sativa, Fagopyrum mill, Fallopia, Heliotropium crispum, Hibiscus, Malvaceae, Nigella sativa, Persicaria, Polygonaceae, Polygonum, Rumex, Trigonella foenum-graecum, Tristeza"
Kenneth,Hayes,0000-0002-0814-483X,,"Achatina fulica, Ampullariidae, Angiostrongylus cantonensis, Caenogastropoda, Euglandina, Gastropoda, Lymnaea affinis, Melongena, Melongena corona, Melongena spp, Mollusca, Oxychilus alliarius, P. maculata, Pomacea canaliculata, Pomacea spp, Veronicellidae"
David,Haynes,0000-0001-9191-9247,United Kingdom of Great Britain and Northern Ireland,""
Jason,Head,0000-0002-2237-6901,United Kingdom of Great Britain and Northern Ireland,""
Sam,Heads,0000-0002-3141-1940,,"Acrididae, Brauckmannia groeningae, Caelifera, Chresmodidae, Cicadomorpha, Ensifera, Eumastacoidea, Gastrimargus, Gryllidae, Grylloidea, Gryllotalpidae, Insecta, Mantispidae, Melanoplinae, Neuroptera, Oedipodinae, Orthoptera, Pentacentrinae, Phalangopsinae, Proanaxipha, Proscopiidae, Protogryllidae, Ripipterygidae, Ripipteryx, Scapteriscinae, Scapteriscus, Scapteriscus abbreviatus, Schizodactylidae, Scrofulosa, Trichoptera, Tridactyloidea, Vectis"
Paul,Hebert,0000-0002-3081-6700,Canada,"(EUBOSMINA, Ameiurus nebulosus, Anacrusis zeller, Anania, Anomopoda, Anostraca, Apanteles sensu, Aphididae, Apoidea, Apoidea partim, Arachnida, Araneae, Astraptes fulgerator, Aves, Bithynia funiculata, Bithyniidae, Bosmina (Eubosmina), Bosminidae, Braconidae, Branchinella, Branchiopoda, Calanoida, Centropagidae, Cercopagis pengoi, Chaoborus, Chironomidae, Chydoridae, Cladocera, Coexistence, Collembola, Colotis, Copepoda, Copepods, Crambidae, Crustacea, Ctenopoda, Culicidae, Cypricercus, Cyprididae, Cypridopsis vidua, Cyprinotus, Cyprinotus incongruens, Daphnia, Daphnia ambigua, Daphnia carinata, Daphnia clonal, Daphnia laevis, Daphnia longispina, Daphnia lumholtzi, Daphnia magna, Daphnia obtusa, Daphnia obtusa: continentalism, Daphnia pulex, Daphnidae, Daphniidae, Daphniopsis, Diaspididae, Diptera, Dracunculus, Drosicha mangiferae, Drosophila melanogaster, Echinogammarus ischnus, Ephemeroptera, Erebia oeme, Eurytomidae, Gelechiidae, Geometridae, Glossophaga soricina, Gracillariidae, Hemiptera, Hesperiidae, Hesperiinae, Heterocera, Heterocope septentrionalis, Heteroptera, Hexapoda, Holopedium, Homona mermerodes, Homona salaconis, Homoptera, Hyalella, Hyalella azteca, Hyalella montezuma, Hyalodaphnia, Hymenoptera, Ichneumonoidea, Insecta, Isoptera, Larus argentatus, Lasiocampa decolorata, Lasiocampidae, Lasiurus borealis, Lepidoptera, Leptodiaptomus, Linnaeus, Manitoba, Microgastrinae, Monophlebidae, Myotis lucifugus, Nasutitermes costalis, Nasutitermes nigriceps, Nematoda, Nemipteridae, Nemipterus japonicus, Neoxeniades molion, Noctuoidea, Nymphalidae, Oenochroma vinaria, Oenochrominae, Oncorhynchus, Onychopoda, Opisthorchis viverrini, Ostracoda, Paramphithoe hystrix, Parartemia, Passeriformes, Pediculidae, Pediculus humanus, Penicillium, Percidae, Perciformes, Perichares, Phthiraptera, Phyllonorycter, Physella johnsoni, Physella wrighti, Physidae, Pieridae, Plecoptera, Plutella australiana, Plutellidae, Polyphemus pediculus, Prendini, Pseudococcidae, Pteronotus parnellii, Pulmonata, Pyraustinae, Pyrgus, Rhabdocoela, Rhinthon, Rhopalosiphum padi, Salmo, Salvelinus, Salvelinus alpinus, Salvelinus namaycush, Satyridae, Satyrinae, Simocephalus, Simuliidae, Simulium, Sitobion avenae, Sphingidae, Sporophila, Stizostedion, Stizostedion vitreum, Sycophila, Tachinidae, Telles, Telles arcalaus, Termitidae, Tortricidae, Tortricinae, Trichodagmia, Trichoptera, Turbellaria"
Sachet,Hegde,0000-0001-7977-636X,India,Tinospora malabarica
Maria,Heikkilä,0000-0002-9048-4381,,"Depressariidae, Gelechioidea, Hyblaeoidea, Lepidoptera, Lypusidae, Noctuoidea, Obtectomera, Prodidactidae, Rectiostoma, Thyridoidea, Tineoidea"
Kristofer,Helgen,0000-0002-8776-4040,United States of America,""
Simon,Hellemans,0000-0003-1266-9134,,"Cavitermes tuberosus, Termitidae, Termitinae"
Klaus-Gerhard,Heller,0000-0002-3331-3228,,"Aerotegmina, Gonatoxia, Hexacentrinae, Orthoptera, Phaneropteridae, Tettigoniidae"
Efrain Reinel,Henao Bañol,0000-0002-5482-6145,Colombia,"Anthoptini, Dalla mabile, Entomofauna, Heliconiaceae, Hesperiidae, Hesperiinae, Lepidoptera, Wahydra"
Jonathan,Hendricks,0000-0003-4941-2738,,""
Christophe,Hendrickx,0000-0002-8500-2405,South Africa,"Abelisauridae, Cricodon metabolus, Dinosauria, Saurischia, Spinosauridae, Spinosaurus, Theropoda, Torvosaurus gurneyi"
Petr,Heneberg,0000-0002-0703-951X,Czechia,"Accipitriformes, Aculeata, Alcedo atthis, Apocrita, Araneae, Ardeidae, Aves, Blattodea, Brachylaimoidea, Chloropidae, Ciconiidae, Coleoptera, Collyriclidae, Collyriclum faba, Crabronidae, Cyclocoelidae, Cyclocoelum obscurum, Dermaptera, Digenea, Diptera, Dysderidae, Enoplognatha, Evanioidea, Fasciola jacksoni, Fasciolidae, Fascioloides jacksoni, Gaviiformes, Harrahium, Hymenoptera, Lipara, Lutra lutra, Melanoides tuberculata, Meloidae, Merops apiaster, Merops nubicus, Metorchis, Milvus migrans migrans, Milvus milvus, Mygalomorphae, Neovison vison, Opiliones, Opisthorchiidae, Orthoptera, Pegosomum asperum, Pegosomum saginatum, Pemphredon fabricii, Philophthalmidae, Philophthalmus, Philophthalmus gralli, Philophthalmus lucipetus, Phragmites australis, Plagiorchiida, Podicipediformes, Prosthogonimidae, Renicola pinguis, Renicolidae, Riparia riparia, Setaria cervi, Theridiidae, Trematoda, Trichosporon"
